,brand,model,model_year,list_price,color,configration,condition,body_type,wheel_config,transmission,fuel_type,mileage,carfax_link,dealer_address
581,Dodge,Challenger,2019,"$34,777",Black,SXT-AWD-BACK UP CAMERA-BLUETOOTH-FINANCING AVAIL,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,Gasoline,"90,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZGG8KH642879,"301 Weston Road, Toronto, ON, M6N 3P1"
582,Dodge,Grand Caravan,2015,"$16,590",Grey,"Canada Value Package w/ A/C, Cruise Control",Used,Other,Front-wheel drive (FWD),Automatic,Other,"106,599",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
583,Dodge,Journey,2009,"$5,000",Silver,SXT,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"196,000",na,"Toronto, ON M2N"
584,BMW,5-Series,2006,"$3,700",Blue,530xi,Used,Sedan,All-wheel drive (AWD),Other,Gasoline,"230,752",https://www.carproof.com/order?ref=kijiji&vin=WBANF73506CG68862,"North York, ON M3H"
585,Ford,Other,2017,"$41,998",White,E-450 - 16Ft - Gasoline - Pull Out Ramp,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"140,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
586,Honda,CR-V,2007,"$6,900",na,na,Used,"SUV, Crossover",na,na,na,"291,000",na,na
587,Honda,Pilot,2016,"$26,995",Black,4WD 4dr EX-L w/RES,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"122,610",https://www.carproof.com/order?ref=kijiji&vin=5FNYF6H84GB502441,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
588,BMW,X3,2021,"$46,500",Grey,XDrive30i | Premium Package Enhanced | CPO,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"64,181",na,na
589,Tesla,Model 3,2020,"$45,990",White,Standard Range Plus,Used,Sedan,Rear-wheel drive (RWD),Automatic,Other,"55,275",https://www.carproof.com/order?ref=kijiji&vin=5YJ3E1EA4LF720946,"506 Main St N, Brampton, ON, L6V 1P9"
590,GMC,Savana,2015,"$17,979",White,2500 HEAVY DUTY!!! EXTENDED!!! READY FOR WORK!!!,Used,Other,Rear-wheel drive (RWD),Automatic,Gasoline,"364,149",https://www.carproof.com/order?ref=kijiji&vin=1GTW7GCF8F1158653,na
591,Toyota,C-HR,2019,"$26,900",Grey,Other,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"77,366",na,"7080 Dufferin Street, Vaughan, ON, L4K 0A1"
592,Nissan,370Z,2019,"$34,895",Other,370Z Coupe,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,"15,600",https://www.carproof.com/order?ref=kijiji&vin=JN1AZ4EH8KM421365,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
593,Honda,CR-V,2011,"$15,999",White,EX,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=5j6re4h56bl804427,"3447 Kennedy Rd, Toronto, M1V 3S1"
594,BMW,5-Series,1984,"$8,250",na,na,Used,Sedan,na,na,na,"175,000",na,na
595,Tesla,Model S,2014,"$44,995",Silver,Performance 85| AUTOPILOT| SUMMON| FULLY LOADED| We Finance Any Credit,Used,Hatchback,Rear-wheel drive (RWD),Automatic,Other,"125,754",https://www.carproof.com/order?ref=kijiji&vin=5YJSA1H18EFP61182,"4 Vanley Cres., North York, ON, M3J 2B8"
596,Toyota,Highlander,2008,"$10,490",Black,4WD/7P/DVD/1 Owner/Alley Rims/Roof Rack/Fully Loaded,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"289,650",https://www.carproof.com/order?ref=kijiji&vin=JTEES41A782004542,na
597,Dodge,Magnum,2007,"$4,000",na,Rt,Used,Wagon,na,na,na,"270,000",na,"415 Kipling Ave, Toronto, M8V 3K8"
598,Nissan,Altima,2020,"$32,490",Blue,"Platinum AWD w/ Navi, 360 Cam, Bose Sound System",Used,Sedan,All-wheel drive (AWD),Automatic,Other,"23,476",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
599,Chrysler,Pacifica,2017,"$23,877",Silver,Touring-L,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"125,255",na,"898 Milner Avenue, Scarborough, ON, M1B 5N7"
600,Jeep,Cherokee,2022,"$40,986",Blue,Altitude,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"6,200",na,"898 Milner Avenue, Scarborough, ON, M1B 5N7"
601,Mercedes-Benz,Sprinter Van,2015,"$39,888",Blue,2500 - 170  - DIESEL,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Diesel,"149,100",https://www.carproof.com/order?ref=kijiji&vin=WD3BE8CC4FP168751,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
602,GMC,Sierra 1500,1998,$100,na,na,Used,Pickup Truck,na,na,na,"185,000",na,na
603,Ford,Other,2017,"$41,888",White,E-450 - 16Ft Box (84\ Inside) Gasoline + Pull Ramp,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"145,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
604,Ford,Escape,2013,"$10,495",Red,SE FWD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"156,299",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX6DUD27517,na
605,Toyota,Sienna,2021,"$57,971",Silver,LE,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Hybrid-Electric,"23,491",https://www.carproof.com/order?ref=kijiji&vin=5TDGRKEC0MS074038,na
606,Jaguar,XF,2011,"$7,900",na,na,Used,Sedan,na,na,na,"157,000",na,na
607,Volkswagen,Tiguan,2016,"$13,990",Black,2L TSI /No Accident/Backup Camera/Heat Seats/Fully Loaded,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"169,678",https://www.carproof.com/order?ref=kijiji&vin=WVGHV7AX5GW543095,na
608,Volkswagen,Jetta,2019,"$20,885",White,1.4 TSI Comfortline,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"92,184",na,na
609,Ford,F-150,2018,"$33,900",Black,XLT,Used,Other,4 x 4,na,Gasoline,"125,852",na,na
610,Dodge,Challenger,2019,"$34,777",Black,SXT-AWD-BACK UP CAMERA-BLUETOOTH-FINANCING AVAIL,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,Gasoline,"90,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZGG8KH642879,"301 Weston Road, Toronto, ON, M6N 3P1"
611,Dodge,Grand Caravan,2015,"$16,590",Grey,"Canada Value Package w/ A/C, Cruise Control",Used,Other,Front-wheel drive (FWD),Automatic,Other,"106,599",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
612,Dodge,Journey,2009,"$5,000",Silver,SXT,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"196,000",na,"Toronto, ON M2N"
613,BMW,5-Series,2006,"$3,700",Blue,530xi,Used,Sedan,All-wheel drive (AWD),Other,Gasoline,"230,752",https://www.carproof.com/order?ref=kijiji&vin=WBANF73506CG68862,"North York, ON M3H"
614,Ford,Other,2017,"$41,998",White,E-450 - 16Ft - Gasoline - Pull Out Ramp,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"140,000",na,na
615,Volkswagen,Tiguan,2020,"$37,887",Silver,Highline 2.0T 8sp at w/Tip 4M,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"55,066",na,"3450 Sheppard Avenue East, Toronto, ON, M1T 3K4"
616,Audi,TT,2016,"$36,988",Black,2.0T 2dr Cpe quattro 2.0T,Used,Coupe (2 door),All-wheel drive (AWD),na,Gasoline,"70,849",https://www.carproof.com/order?ref=kijiji&vin=TRUC5AFV9G1000791,na
617,Nissan,Versa,2015,"$11,480",Red,5dr HB 1.6,Used,Sedan,Front-wheel drive (FWD),Manual,Other,"117,117",https://www.carproof.com/order?ref=kijiji&vin=3N1CE2CP1FL372786,na
618,Land Rover,Range Rover Sport,2016,"$59,995",White,"4WD 4dr V8 Supercharged ,AUTOBIOGRAPHYLLUXURY,FULLY LODED !!",Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"92,000",https://www.carproof.com/order?ref=kijiji&vin=SALWV2EF6GA107040,"4226 Kingston Road, Toronto, ON, M1E 2M6"
619,Honda,Civic,2022,"$35,200",White,EX,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"23,230",na,"2240 Markham Road, Scarborough, ON, M1B 2W4"
620,Audi,A4,2016,"$18,880",Black,TECHNIK PLUS-S LINE-NAVIGATION-CAMERA-LOADED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=WAUKFCFL6GN006826 ,"301 Weston Road, Toronto, ON, M6N 3P1"
621,Mercedes-Benz,C-Class,2019,"$34,590",Grey,C 300 AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"107,818",na,na
622,Nissan,370Z,2019,"$34,895",Other,370Z Coupe,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,"15,600",https://www.carproof.com/order?ref=kijiji&vin=JN1AZ4EH8KM421365,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
623,Honda,CR-V,2011,"$15,999",White,EX,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=5j6re4h56bl804427,"3447 Kennedy Rd, Toronto, M1V 3S1"
624,BMW,5-Series,1984,"$8,250",na,na,Used,Sedan,na,na,na,"175,000",na,na
625,Tesla,Model S,2014,"$44,995",Silver,Performance 85| AUTOPILOT| SUMMON| FULLY LOADED| We Finance Any Credit,Used,Hatchback,Rear-wheel drive (RWD),Automatic,Other,"125,754",https://www.carproof.com/order?ref=kijiji&vin=5YJSA1H18EFP61182,"4 Vanley Cres., North York, ON, M3J 2B8"
626,Toyota,Highlander,2008,"$10,490",Black,4WD/7P/DVD/1 Owner/Alley Rims/Roof Rack/Fully Loaded,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"289,650",https://www.carproof.com/order?ref=kijiji&vin=JTEES41A782004542,na
627,Dodge,Magnum,2007,"$4,000",na,Rt,Used,Wagon,na,na,na,"270,000",na,na
628,Nissan,Altima,2020,"$32,490",Blue,"Platinum AWD w/ Navi, 360 Cam, Bose Sound System",Used,Sedan,All-wheel drive (AWD),Automatic,Other,"23,476",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
629,Chrysler,Pacifica,2017,"$23,877",Silver,Touring-L,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"125,255",na,na
630,Jeep,Cherokee,2022,"$40,986",Blue,Altitude,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"6,200",na,na
631,Mercedes-Benz,Sprinter Van,2015,"$39,888",Blue,2500 - 170  - DIESEL,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Diesel,"149,100",https://www.carproof.com/order?ref=kijiji&vin=WD3BE8CC4FP168751,na
632,GMC,Sierra 1500,1998,$100,na,na,Used,Pickup Truck,na,na,na,"185,000",na,na
633,Ford,Other,2017,"$41,888",White,E-450 - 16Ft Box (84\ Inside) Gasoline + Pull Ramp,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"145,000",na,na
634,Ford,Escape,2013,"$10,495",Red,SE FWD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"156,299",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX6DUD27517,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
635,Toyota,Sienna,2021,"$57,971",Silver,LE,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Hybrid-Electric,"23,491",https://www.carproof.com/order?ref=kijiji&vin=5TDGRKEC0MS074038,"395 Danforth Road, Toronto, ON, M1L 3X8"
636,Jaguar,XF,2011,"$7,900",na,na,Used,Sedan,na,na,na,"157,000",na,na
637,Volkswagen,Tiguan,2016,"$13,990",Black,2L TSI /No Accident/Backup Camera/Heat Seats/Fully Loaded,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"169,678",https://www.carproof.com/order?ref=kijiji&vin=WVGHV7AX5GW543095,na
638,Volkswagen,Jetta,2019,"$20,885",White,1.4 TSI Comfortline,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"92,184",na,"2595 St Clair Ave W,, Toronto, ON, M6N 4Z5"
639,Ford,F-150,2018,"$33,900",Black,XLT,Used,Other,4 x 4,na,Gasoline,"125,852",na,na
640,Dodge,Challenger,2019,"$34,777",Black,SXT-AWD-BACK UP CAMERA-BLUETOOTH-FINANCING AVAIL,Used,Coupe (2 door),All-wheel drive (AWD),Automatic,Gasoline,"90,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDZGG8KH642879,"301 Weston Road, Toronto, ON, M6N 3P1"
641,Dodge,Grand Caravan,2015,"$16,590",Grey,"Canada Value Package w/ A/C, Cruise Control",Used,Other,Front-wheel drive (FWD),Automatic,Other,"106,599",na,na
642,Subaru,WRX,2022,"$37,985",Grey,Manual &gt;&gt;No accident and low mileage&lt;&lt;,Used,Sedan,All-wheel drive (AWD),Manual,Gasoline,"2,315",na,"222 Steeles Ave West, Thornhill, ON, L4J 1A1"
643,Volkswagen,Tiguan,2017,"$20,990",White,Wolfsburg Edition AWD | LEATHER | CAMERA |,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"108,846",https://www.carproof.com/order?ref=kijiji&vin=WVGNV7AXXHK026256,"1205 Wharncliffe Road South, London, ON, N6L 1J9"
644,Toyota,Corolla,2018,"$24,980",Black,na,Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"53,521",https://www.carproof.com/order?ref=kijiji&vin=2T1BURHE7JC073794,na
645,Honda,CR-V,2017,"$27,580",Black,AWD 5dr EX-L,Used,"SUV, Crossover",All-wheel drive (AWD),na,Other,"96,558",https://www.carproof.com/order?ref=kijiji&vin=2HKRW2H81HH100750,"2555 Steeles Avenue West, North York, ON, M3J 2P1"
646,Buick,LaCrosse,2010,$7,White,Cxl,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"123,648",na,"71 Woodgreen Drive, Woodbridge, ON"
647,Mercedes-Benz,GLK-Class,2014,"$20,888",White,GLK250 BlueTec-4MATIC-NAVIGATION-360 CAMERA-ROOF!!,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"130,000",https://www.carproof.com/order?ref=kijiji&vin=WDCGG0EB9EG325839,na
648,Ford,Mustang,2016,"$25,990",Red,V6 CONVERTIBLE AUTOMATIC--1 OWNER-NEW BRAKES-TIRES!,Used,Convertible,Rear-wheel drive (RWD),Automatic,Gasoline,"70,000",https://www.carproof.com/order?ref=kijiji&vin=1FATP8EM8G5330443,"301 Weston Road, Toronto, ON, M6N 3P1"
649,Audi,A4,2016,"$18,880",Black,TECHNIK PLUS-S LINE-NAVIGATION-CAMERA-LOADED,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"170,000",https://www.carproof.com/order?ref=kijiji&vin=WAUKFCFL6GN006826 ,"301 Weston Road, Toronto, ON, M6N 3P1"
650,Mercedes-Benz,C-Class,2019,"$34,590",Grey,C 300 AWD,Used,Sedan,All-wheel drive (AWD),Automatic,Other,"107,818",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
651,Nissan,370Z,2019,"$34,895",Other,370Z Coupe,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,"15,600",https://www.carproof.com/order?ref=kijiji&vin=JN1AZ4EH8KM421365,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
652,Honda,CR-V,2011,"$15,999",White,EX,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"155,000",https://www.carproof.com/order?ref=kijiji&vin=5j6re4h56bl804427,"3447 Kennedy Rd, Toronto, M1V 3S1"
653,BMW,5-Series,1984,"$8,250",na,na,Used,Sedan,na,na,na,"175,000",na,"15 Sunnybrae Crescent, York, ON M6M 4W6"
654,Tesla,Model S,2014,"$44,995",Silver,Performance 85| AUTOPILOT| SUMMON| FULLY LOADED| We Finance Any Credit,Used,Hatchback,Rear-wheel drive (RWD),Automatic,Other,"125,754",https://www.carproof.com/order?ref=kijiji&vin=5YJSA1H18EFP61182,na
655,Toyota,Highlander,2008,"$10,490",Black,4WD/7P/DVD/1 Owner/Alley Rims/Roof Rack/Fully Loaded,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"289,650",https://www.carproof.com/order?ref=kijiji&vin=JTEES41A782004542,na
656,Dodge,Magnum,2007,"$4,000",na,Rt,Used,Wagon,na,na,na,"270,000",na,"415 Kipling Ave, Toronto, M8V 3K8"
657,Nissan,Altima,2020,"$32,490",Blue,"Platinum AWD w/ Navi, 360 Cam, Bose Sound System",Used,Sedan,All-wheel drive (AWD),Automatic,Other,"23,476",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
658,Chrysler,Pacifica,2017,"$23,877",Silver,Touring-L,Used,Other,Front-wheel drive (FWD),Automatic,Gasoline,"125,255",na,"898 Milner Avenue, Scarborough, ON, M1B 5N7"
659,Jeep,Cherokee,2022,"$40,986",Blue,Altitude,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"6,200",na,na
660,Mercedes-Benz,Sprinter Van,2015,"$39,888",Blue,2500 - 170  - DIESEL,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Diesel,"149,100",https://www.carproof.com/order?ref=kijiji&vin=WD3BE8CC4FP168751,"11 Saint Regis Crescent North, Toronto, ON, M3J 1Y9"
661,GMC,Sierra 1500,1998,$100,na,na,Used,Pickup Truck,na,na,na,"185,000",na,na
662,Ford,Other,2017,"$41,888",White,E-450 - 16Ft Box (84\ Inside) Gasoline + Pull Ramp,Used,"Minivan, Van",Rear-wheel drive (RWD),Automatic,Gasoline,"145,000",na,"80 Toro Road, Toronto, ON, M3J 2A8"
663,Ford,Escape,2013,"$10,495",Red,SE FWD,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Other,"156,299",https://www.carproof.com/order?ref=kijiji&vin=1FMCU0GX6DUD27517,na
664,Toyota,Sienna,2021,"$57,971",Silver,LE,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Hybrid-Electric,"23,491",https://www.carproof.com/order?ref=kijiji&vin=5TDGRKEC0MS074038,"395 Danforth Road, Toronto, ON, M1L 3X8"
665,Jaguar,XF,2011,"$7,900",na,na,Used,Sedan,na,na,na,"157,000",na,"North York, ON M2N"
666,Volkswagen,Tiguan,2016,"$13,990",Black,2L TSI /No Accident/Backup Camera/Heat Seats/Fully Loaded,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"169,678",https://www.carproof.com/order?ref=kijiji&vin=WVGHV7AX5GW543095,"3585 KEELE ST. UNIT 14, Toronto, ON, M3J 3H5"
667,Volkswagen,Jetta,2019,"$20,885",White,1.4 TSI Comfortline,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"92,184",na,na
668,Ford,F-150,2018,"$33,900",Black,XLT,Used,Other,4 x 4,na,Gasoline,"125,852",na,na
669,Honda,Accord,2020,"$32,950",Red,TOURING | Nav | HUD | ACC | LaneKeep | CarPlay,Used,Sedan,Front-wheel drive (FWD),Automatic,Gasoline,"99,000",na,"1205 Finch Avenue West, Toronto, ON, M3J 2E8"
670,GMC,Canyon,2016,"$23,985",Black,2WD Ext Cab 128.3  SLT,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,"140,005",na,"80 Joseph Street, Parry Sound, ON, P2A 2G5"
671,BMW,Other,2011,"$21,998",Black,335IS | READ AD FOR SERVICE|RARE PKG|ANDROID SCREEN|M-SPORT,Used,Coupe (2 door),Rear-wheel drive (RWD),Automatic,Other,"103,205",https://www.carproof.com/order?ref=kijiji&vin=WBAKG1C59BE618423,"4308 Kingston Rd Unit #2, Toronto, ON, M1E 2M8"
672,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
673,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,na
674,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
675,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,"Hillsboro Avenue, Toronto, ON"
676,Honda,Odyssey,2018,"$29,971",White,EX,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"69,426",https://www.carproof.com/order?ref=kijiji&vin=5FNRL6H4XJB510688,na
677,Hyundai,Tucson,2017,"$20,590",White,"Premium AWD w/ Heated Seats & Steering Wheel, Rearview Cam",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"130,520",na,"Please Contact for Appointment, Etobicoke, ON, M8Z5S8"
678,Jeep,Liberty,2003,"$4,500",Red,Sport,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"250,000",https://www.carproof.com/order?ref=kijiji&vin=1J4GL48K73W668053,na
679,Mercedes-Benz,GLC,2017,"$28,895",White,GLC300 4MATIC,Used,"SUV, Crossover",Other,na,Other,"91,200",https://www.carproof.com/order?ref=kijiji&vin=WDC0G4KB6HF134676,"4614 Kingston Rd, Scarborough, ON, M1E 2P4"
680,Chevrolet,Silverado 1500,2013,"$13,888",White,V6 REGULAR CAB LONG BOX-CERTIFIED-NO ACCIDENTS!!,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,N/A,na,na
681,Mercedes-Benz,G-Class,2014,"$85,988",Black,G 63 AMG SPORT PKG-7 SEATER-DESIGNO EXCLUSIVE-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"120,000",na,na
682,Honda,CR-V,2019,"$31,390",Grey,EX AWD w/ Honda Sensing Tech & Lane Watch,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"63,106",na,na
683,Audi,Q7,2013,"$22,995",Grey,3.0L TDI Premium,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Diesel,"160,258",https://www.carproof.com/order?ref=kijiji&vin=WA1MMCFE9DD013042,na
684,Mercedes-Benz,C-Class,2020,"$44,990",White,4Matic,Used,Sedan,All-wheel drive (AWD),Automatic,Gasoline,"55,295",https://www.carproof.com/order?ref=kijiji&vin=55SWF8EB2LU329935,"2115 Lawrence Avenue East, Scarborough, ON, M1R 2Z8"
685,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
686,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,"North York, ON M3C 1V4"
687,Hyundai,Elantra,2018,"$11,900",Blue,GL,Used,Sedan,na,Automatic,Gasoline,"314,876",https://www.carproof.com/order?ref=kijiji&vin=KMHD84LF2JU448120,na
688,BMW,3-Series,2009,"$17,500",Black,Premium Package,Used,Coupe (2 door),Rear-wheel drive (RWD),Manual,Gasoline,"152,000",na,na
689,Honda,Odyssey,2018,"$29,971",White,EX,Used,"Minivan, Van",Front-wheel drive (FWD),Automatic,Gasoline,"69,426",https://www.carproof.com/order?ref=kijiji&vin=5FNRL6H4XJB510688,na
690,Hyundai,Tucson,2017,"$20,590",White,"Premium AWD w/ Heated Seats & Steering Wheel, Rearview Cam",Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"130,520",na,na
691,Jeep,Liberty,2003,"$4,500",Red,Sport,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"250,000",https://www.carproof.com/order?ref=kijiji&vin=1J4GL48K73W668053,na
692,Mercedes-Benz,GLC,2017,"$28,895",White,GLC300 4MATIC,Used,"SUV, Crossover",Other,na,Other,"91,200",https://www.carproof.com/order?ref=kijiji&vin=WDC0G4KB6HF134676,na
693,Chevrolet,Silverado 1500,2013,"$13,888",White,V6 REGULAR CAB LONG BOX-CERTIFIED-NO ACCIDENTS!!,Used,Pickup Truck,Rear-wheel drive (RWD),Automatic,Gasoline,N/A,na,"16 Milford Avenue, Toronto, ON, M6M 2V8"
694,Mercedes-Benz,G-Class,2014,"$85,988",Black,G 63 AMG SPORT PKG-7 SEATER-DESIGNO EXCLUSIVE-CERTIFIED,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"120,000",na,na
695,Honda,CR-V,2019,"$31,390",Grey,EX AWD w/ Honda Sensing Tech & Lane Watch,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Other,"63,106",na,na
696,Nissan,Rogue,2011,"$10,950",Black,SL AWD BT NAVI REV CAM LEATHER SUNROOF...NICE,Used,"SUV, Crossover",All-wheel drive (AWD),Automatic,Gasoline,"190,000",https://www.carproof.com/order?ref=kijiji&vin=JN8AS5MV4BW260312,na
697,Jeep,Renegade,2015,"$18,559",Blue,Sport | Bluetooth | Air Condition | Cloth Seating |,Used,"SUV, Crossover",Front-wheel drive (FWD),Automatic,Gasoline,"35,657",na,na
698,Hyundai,Elantra,2020,"$21,990",White,"Preferred w/ CarPlay & Android Auto, Heated Front Seats",Used,Sedan,Front-wheel drive (FWD),Automatic,Other,"81,685",na,na
699,Ford,Explorer,2015,"$28,500",White,XLT,Used,"SUV, Crossover",4 x 4,Automatic,Gasoline,"40,514",na,na
700,Cadillac,Other,2018,"$53,995",Silver,ESV Standard 4WD,Used,"SUV, Crossover",4 x 4,Automatic,Other,"123,386",https://www.carproof.com/order?ref=kijiji&vin=1GYS4GKJ2JR399397,na
701,Dodge,Charger,2016,"$24,999",na,SXT,Used,Sedan,Rear-wheel drive (RWD),Automatic,Gasoline,"117,000",https://www.carproof.com/order?ref=kijiji&vin=2C3CDXHG9GH285206,"North York, ON M3C 1V4"
